Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;8,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T4;3,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T3;6,9
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T2;7,7
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022T1;7,1
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T4;5,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T3;4,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T2;9,5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021T1;5,2
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T4;7
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T3;7,7
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T2;5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020T1;5,7
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T4;4,7
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T3;7,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T2;8,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019T1;6,6
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T4;2,9
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T3;6,5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T2;7,5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018T1;6,2
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T4;5,2
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T3;4,4
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T2;4,4
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017T1;4,3
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T4;3,2
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T3;6
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T2;6,9
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016T1;6
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T4;9,3
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T3;10,5
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T2;7,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015T1;5,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T4;5,4
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T3;5,8
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T2;6,3
Mujeres;De 16 a 19 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014T1;7,7
Mujeres;De 16 a 19 años;Educación superior;2025T1;0
Mujeres;De 16 a 19 años;Educación superior;2024T4;2
Mujeres;De 16 a 19 años;Educación superior;2024T3;0,6
Mujeres;De 16 a 19 años;Educación superior;2024T2;1
Mujeres;De 16 a 19 años;Educación superior;2024T1;1
Mujeres;De 16 a 19 años;Educación superior;2023T4;0,2
Mujeres;De 16 a 19 años;Educación superior;2023T3;..
Mujeres;De 16 a 19 años;Educación superior;2023T2;0,1
Mujeres;De 16 a 19 años;Educación superior;2023T1;..
Mujeres;De 16 a 19 años;Educación superior;2022T4;..
Mujeres;De 16 a 19 años;Educación superior;2022T3;0,2
Mujeres;De 16 a 19 años;Educación superior;2022T2;1,6
Mujeres;De 16 a 19 años;Educación superior;2022T1;0,8
Mujeres;De 16 a 19 años;Educación superior;2021T4;..
Mujeres;De 16 a 19 años;Educación superior;2021T3;1,5
Mujeres;De 16 a 19 años;Educación superior;2021T2;0,2
Mujeres;De 16 a 19 años;Educación superior;2021T1;0,2
Mujeres;De 16 a 19 años;Educación superior;2020T4;0,3
Mujeres;De 16 a 19 años;Educación superior;2020T3;0,1
Mujeres;De 16 a 19 años;Educación superior;2020T2;0,2
Mujeres;De 16 a 19 años;Educación superior;2020T1;0
Mujeres;De 16 a 19 años;Educación superior;2019T4;0,4
Mujeres;De 16 a 19 años;Educación superior;2019T3;0,8
Mujeres;De 16 a 19 años;Educación superior;2019T2;1,1
Mujeres;De 16 a 19 años;Educación superior;2019T1;0,9
Mujeres;De 16 a 19 años;Educación superior;2018T4;1
Mujeres;De 16 a 19 años;Educación superior;2018T3;0,9
Mujeres;De 16 a 19 años;Educación superior;2018T2;0,2
Mujeres;De 16 a 19 años;Educación superior;2018T1;0
Mujeres;De 16 a 19 años;Educación superior;2017T4;1,3
Mujeres;De 16 a 19 años;Educación superior;2017T3;0,7
Mujeres;De 16 a 19 años;Educación superior;2017T2;0
Mujeres;De 16 a 19 años;Educación superior;2017T1;0,2
Mujeres;De 16 a 19 años;Educación superior;2016T4;0,5
Mujeres;De 16 a 19 años;Educación superior;2016T3;1,1
Mujeres;De 16 a 19 años;Educación superior;2016T2;0,8
Mujeres;De 16 a 19 años;Educación superior;2016T1;0,7
Mujeres;De 16 a 19 años;Educación superior;2015T4;3,2
Mujeres;De 16 a 19 años;Educación superior;2015T3;1,3
Mujeres;De 16 a 19 años;Educación superior;2015T2;1,1
Mujeres;De 16 a 19 años;Educación superior;2015T1;0,4
Mujeres;De 16 a 19 años;Educación superior;2014T4;0,3
Mujeres;De 16 a 19 años;Educación superior;2014T3;0,1
Mujeres;De 16 a 19 años;Educación superior;2014T2;0,1
Mujeres;De 16 a 19 años;Educación superior;2014T1;0,3
Mujeres;De 20 a 24 años;Total;2025T1;161,7
Mujeres;De 20 a 24 años;Total;2024T4;146,8
Mujeres;De 20 a 24 años;Total;2024T3;180,2
Mujeres;De 20 a 24 años;Total;2024T2;143,4
Mujeres;De 20 a 24 años;Total;2024T1;151
Mujeres;De 20 a 24 años;Total;2023T4;157,4
Mujeres;De 20 a 24 años;Total;2023T3;166
Mujeres;De 20 a 24 años;Total;2023T2;164,1
Mujeres;De 20 a 24 años;Total;2023T1;173
Mujeres;De 20 a 24 años;Total;2022T4;169,8
Mujeres;De 20 a 24 años;Total;2022T3;194
Mujeres;De 20 a 24 años;Total;2022T2;166,1
Mujeres;De 20 a 24 años;Total;2022T1;150,4
Mujeres;De 20 a 24 años;Total;2021T4;159,2
Mujeres;De 20 a 24 años;Total;2021T3;184,8
Mujeres;De 20 a 24 años;Total;2021T2;217,7
Mujeres;De 20 a 24 años;Total;2021T1;207,2
Mujeres;De 20 a 24 años;Total;2020T4;206,8
Mujeres;De 20 a 24 años;Total;2020T3;228,9
Mujeres;De 20 a 24 años;Total;2020T2;187,4
Mujeres;De 20 a 24 años;Total;2020T1;172,5
Mujeres;De 20 a 24 años;Total;2019T4;167,8
Mujeres;De 20 a 24 años;Total;2019T3;194
Mujeres;De 20 a 24 años;Total;2019T2;185
Mujeres;De 20 a 24 años;Total;2019T1;188,6
Mujeres;De 20 a 24 años;Total;2018T4;178,6
Mujeres;De 20 a 24 años;Total;2018T3;171,1
Mujeres;De 20 a 24 años;Total;2018T2;170,4
Mujeres;De 20 a 24 años;Total;2018T1;164,8
Mujeres;De 20 a 24 años;Total;2017T4;198,8
Mujeres;De 20 a 24 años;Total;2017T3;191,5
Mujeres;De 20 a 24 años;Total;2017T2;200,7
Mujeres;De 20 a 24 años;Total;2017T1;208,1
Mujeres;De 20 a 24 años;Total;2016T4;218,5
Mujeres;De 20 a 24 años;Total;2016T3;237,8
Mujeres;De 20 a 24 años;Total;2016T2;259,7
Mujeres;De 20 a 24 años;Total;2016T1;256,5
Mujeres;De 20 a 24 años;Total;2015T4;252,5
Mujeres;De 20 a 24 años;Total;2015T3;276
Mujeres;De 20 a 24 años;Total;2015T2;274,9
Mujeres;De 20 a 24 años;Total;2015T1;275
Mujeres;De 20 a 24 años;Total;2014T4;304,2
Mujeres;De 20 a 24 años;Total;2014T3;313,7
Mujeres;De 20 a 24 años;Total;2014T2;309,3
Mujeres;De 20 a 24 años;Total;2014T1;331
Mujeres;De 20 a 24 años;Analfabetos;2025T1;..
Mujeres;De 20 a 24 años;Analfabetos;2024T4;..
Mujeres;De 20 a 24 años;Analfabetos;2024T3;..
Mujeres;De 20 a 24 años;Analfabetos;2024T2;..
Mujeres;De 20 a 24 años;Analfabetos;2024T1;..
Mujeres;De 20 a 24 años;Analfabetos;2023T4;..
Mujeres;De 20 a 24 años;Analfabetos;2023T3;..
Mujeres;De 20 a 24 años;Analfabetos;2023T2;..
Mujeres;De 20 a 24 años;Analfabetos;2023T1;..
Mujeres;De 20 a 24 años;Analfabetos;2022T4;..
Mujeres;De 20 a 24 años;Analfabetos;2022T3;..
Mujeres;De 20 a 24 años;Analfabetos;2022T2;..
Mujeres;De 20 a 24 años;Analfabetos;2022T1;..
Mujeres;De 20 a 24 años;Analfabetos;2021T4;..
Mujeres;De 20 a 24 años;Analfabetos;2021T3;..
Mujeres;De 20 a 24 años;Analfabetos;2021T2;0,5
Mujeres;De 20 a 24 años;Analfabetos;2021T1;..
Mujeres;De 20 a 24 años;Analfabetos;2020T4;0
Mujeres;De 20 a 24 años;Analfabetos;2020T3;0
Mujeres;De 20 a 24 años;Analfabetos;2020T2;0,7
Mujeres;De 20 a 24 años;Analfabetos;2020T1;0
Mujeres;De 20 a 24 años;Analfabetos;2019T4;0
Mujeres;De 20 a 24 años;Analfabetos;2019T3;0
Mujeres;De 20 a 24 años;Analfabetos;2019T2;0
Mujeres;De 20 a 24 años;Analfabetos;2019T1;0
Mujeres;De 20 a 24 años;Analfabetos;2018T4;0
Mujeres;De 20 a 24 años;Analfabetos;2018T3;0
Mujeres;De 20 a 24 años;Analfabetos;2018T2;0
Mujeres;De 20 a 24 años;Analfabetos;2018T1;0
Mujeres;De 20 a 24 años;Analfabetos;2017T4;0
Mujeres;De 20 a 24 años;Analfabetos;2017T3;0
Mujeres;De 20 a 24 años;Analfabetos;2017T2;0
Mujeres;De 20 a 24 años;Analfabetos;2017T1;0
Mujeres;De 20 a 24 años;Analfabetos;2016T4;0
Mujeres;De 20 a 24 años;Analfabetos;2016T3;1,4
Mujeres;De 20 a 24 años;Analfabetos;2016T2;0
Mujeres;De 20 a 24 años;Analfabetos;2016T1;1,7
Mujeres;De 20 a 24 años;Analfabetos;2015T4;0
Mujeres;De 20 a 24 años;Analfabetos;2015T3;0
Mujeres;De 20 a 24 años;Analfabetos;2015T2;0
Mujeres;De 20 a 24 años;Analfabetos;2015T1;0,3
Mujeres;De 20 a 24 años;Analfabetos;2014T4;0
Mujeres;De 20 a 24 años;Analfabetos;2014T3;0
Mujeres;De 20 a 24 años;Analfabetos;2014T2;0
Mujeres;De 20 a 24 años;Analfabetos;2014T1;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2025T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T2;0,5
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2024T1;0,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T2;0,4
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2023T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T4;0,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T3;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T2;0,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2022T1;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T4;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T3;1,6
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T2;..
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2021T1;0,1
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T4;0,4
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T3;3,8
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T2;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2020T1;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T4;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T3;0,6
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T2;0,6
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2019T1;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T4;1,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T3;0,7
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T2;1,9
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2018T1;0,8
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T4;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T3;0,9
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T2;0,4
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2017T1;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T4;0,7
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T3;1,8
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T2;1,3
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2016T1;0,5
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T4;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T3;0,2
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T2;0
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2015T1;2,5
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T4;0,9
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T3;1,5
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T2;1,7
Mujeres;De 20 a 24 años;Estudios primarios incompletos;2014T1;5
Mujeres;De 20 a 24 años;Educación primaria;2025T1;5,9
Mujeres;De 20 a 24 años;Educación primaria;2024T4;6
Mujeres;De 20 a 24 años;Educación primaria;2024T3;5,7
Mujeres;De 20 a 24 años;Educación primaria;2024T2;8,6
Mujeres;De 20 a 24 años;Educación primaria;2024T1;9,8
Mujeres;De 20 a 24 años;Educación primaria;2023T4;7,4
Mujeres;De 20 a 24 años;Educación primaria;2023T3;6
Mujeres;De 20 a 24 años;Educación primaria;2023T2;3,4
Mujeres;De 20 a 24 años;Educación primaria;2023T1;10,3
Mujeres;De 20 a 24 años;Educación primaria;2022T4;7,5
Mujeres;De 20 a 24 años;Educación primaria;2022T3;8,9
Mujeres;De 20 a 24 años;Educación primaria;2022T2;3
Mujeres;De 20 a 24 años;Educación primaria;2022T1;4,7
Mujeres;De 20 a 24 años;Educación primaria;2021T4;5
Mujeres;De 20 a 24 años;Educación primaria;2021T3;7,1
Mujeres;De 20 a 24 años;Educación primaria;2021T2;10,6
Mujeres;De 20 a 24 años;Educación primaria;2021T1;5,6
Mujeres;De 20 a 24 años;Educación primaria;2020T4;14,8
Mujeres;De 20 a 24 años;Educación primaria;2020T3;9,4
Mujeres;De 20 a 24 años;Educación primaria;2020T2;8,4
Mujeres;De 20 a 24 años;Educación primaria;2020T1;5,6
Mujeres;De 20 a 24 años;Educación primaria;2019T4;6,2
Mujeres;De 20 a 24 años;Educación primaria;2019T3;7,2
Mujeres;De 20 a 24 años;Educación primaria;2019T2;10,2
Mujeres;De 20 a 24 años;Educación primaria;2019T1;10,9
Mujeres;De 20 a 24 años;Educación primaria;2018T4;7,2
Mujeres;De 20 a 24 años;Educación primaria;2018T3;10,1
Mujeres;De 20 a 24 años;Educación primaria;2018T2;11,1
Mujeres;De 20 a 24 años;Educación primaria;2018T1;11,9
Mujeres;De 20 a 24 años;Educación primaria;2017T4;9,5
Mujeres;De 20 a 24 años;Educación primaria;2017T3;8,5
Mujeres;De 20 a 24 años;Educación primaria;2017T2;10
Mujeres;De 20 a 24 años;Educación primaria;2017T1;9,9
Mujeres;De 20 a 24 años;Educación primaria;2016T4;13,8
Mujeres;De 20 a 24 años;Educación primaria;2016T3;15,5
Mujeres;De 20 a 24 años;Educación primaria;2016T2;14,4
Mujeres;De 20 a 24 años;Educación primaria;2016T1;16,6
Mujeres;De 20 a 24 años;Educación primaria;2015T4;12,8
Mujeres;De 20 a 24 años;Educación primaria;2015T3;14,4
Mujeres;De 20 a 24 años;Educación primaria;2015T2;22,6
Mujeres;De 20 a 24 años;Educación primaria;2015T1;24,8
Mujeres;De 20 a 24 años;Educación primaria;2014T4;29,5
Mujeres;De 20 a 24 años;Educación primaria;2014T3;26
Mujeres;De 20 a 24 años;Educación primaria;2014T2;26,3
Mujeres;De 20 a 24 años;Educación primaria;2014T1;19,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2025T1;36,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T4;27,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T3;32,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T2;36,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2024T1;33,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T4;40,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T3;47,4
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T2;43,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2023T1;50,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T4;47,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T3;53,4
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T2;52,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2022T1;40,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T4;43,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T3;39,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T2;58,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2021T1;65,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T4;46,1
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T3;50,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T2;50,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2020T1;47,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T4;46
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T3;52,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T2;56,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2019T1;64,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T4;57,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T3;52,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T2;57,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2018T1;62,6
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T4;60,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T3;55,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T2;68,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2017T1;70,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T4;66,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T3;70,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T2;82,4
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2016T1;82,5
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T4;84,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T3;80,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T2;91,3
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2015T1;97,8
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T4;101,4
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T3;98,2
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T2;107,7
Mujeres;De 20 a 24 años;Primera etapa de Educación Secundaria y similar;2014T1;122,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2025T1;40,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T4;32,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T3;44
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T2;34,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2024T1;31,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T4;26
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T3;34,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T2;54,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2023T1;42,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T4;30,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T3;43,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T2;38,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2022T1;35,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T4;36,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T3;51,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T2;59,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2021T1;49,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T4;44,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T3;59,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T2;40,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2020T1;36,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T4;35
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T3;47,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T2;44,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2019T1;40,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T4;36,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T3;40,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T2;40,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2018T1;29,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T4;41,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T3;38,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T2;44
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2017T1;40,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T4;36,3
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T3;42,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T2;61,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2016T1;50,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T4;38,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T3;57,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T2;49,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2015T1;45,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T4;55,8
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T3;54,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T2;56,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria, con orientación general;2014T1;52,7
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2025T1;15,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T4;20
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T3;24,2
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T2;21,4
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2024T1;21,5
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T4;23,9
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T3;20,6
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T2;22,1
Mujeres;De 20 a 24 años;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2023T1;24,9
