Sexo;Edad;Estado civil;Periodo;Total
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2016T3;202,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2016T2;226,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2016T1;243,7
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2015T4;240,8
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2015T3;236,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2015T2;255,3
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2015T1;253,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2014T4;260
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2014T3;262,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2014T2;273,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2014T1;271
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2013T4;266,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2013T3;257,9
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2013T2;273,6
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2013T1;280,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2012T4;247,7
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2012T3;229,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2012T2;229,3
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2012T1;234,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2011T4;211,9
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2011T3;178,8
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2011T2;183
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2011T1;172,4
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2010T4;168
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2010T3;162,6
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2010T2;167,4
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2010T1;164,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2009T4;144,1
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2009T3;127,1
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2009T2;145,8
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2009T1;145,4
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2008T4;116,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2008T3;82
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2008T2;85,6
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2008T1;88,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2007T4;70
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2007T3;71,7
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2007T2;76,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2007T1;69,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2006T4;67
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2006T3;66,3
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2006T2;66,1
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2006T1;66,5
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2005T4;63,6
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2005T3;52,3
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2005T2;61
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2005T1;72,1
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2004T4;72,6
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2004T3;77,4
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2004T2;81,8
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2004T1;78
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2003T4;65,9
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2003T3;60,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2003T2;63,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2003T1;63,6
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2002T4;67,9
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2002T3;63,8
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2002T2;68,2
Mujeres;Total;Separados/Separadas o Divorciados/Divorciadas;2002T1;66
Mujeres;De 16 a 19 años;Total;2025T1;44,1
Mujeres;De 16 a 19 años;Total;2024T4;60,6
Mujeres;De 16 a 19 años;Total;2024T3;69,9
Mujeres;De 16 a 19 años;Total;2024T2;65
Mujeres;De 16 a 19 años;Total;2024T1;48
Mujeres;De 16 a 19 años;Total;2023T4;49,8
Mujeres;De 16 a 19 años;Total;2023T3;64
Mujeres;De 16 a 19 años;Total;2023T2;54,1
Mujeres;De 16 a 19 años;Total;2023T1;49,5
Mujeres;De 16 a 19 años;Total;2022T4;42,8
Mujeres;De 16 a 19 años;Total;2022T3;61,4
Mujeres;De 16 a 19 años;Total;2022T2;65
Mujeres;De 16 a 19 años;Total;2022T1;56
Mujeres;De 16 a 19 años;Total;2021T4;53,6
Mujeres;De 16 a 19 años;Total;2021T3;63,9
Mujeres;De 16 a 19 años;Total;2021T2;68,6
Mujeres;De 16 a 19 años;Total;2021T1;51,3
Mujeres;De 16 a 19 años;Total;2020T4;62,4
Mujeres;De 16 a 19 años;Total;2020T3;66,4
Mujeres;De 16 a 19 años;Total;2020T2;45,9
Mujeres;De 16 a 19 años;Total;2020T1;46,1
Mujeres;De 16 a 19 años;Total;2019T4;49,6
Mujeres;De 16 a 19 años;Total;2019T3;58,3
Mujeres;De 16 a 19 años;Total;2019T2;57,2
Mujeres;De 16 a 19 años;Total;2019T1;61,8
Mujeres;De 16 a 19 años;Total;2018T4;52,5
Mujeres;De 16 a 19 años;Total;2018T3;59,8
Mujeres;De 16 a 19 años;Total;2018T2;60,8
Mujeres;De 16 a 19 años;Total;2018T1;56,5
Mujeres;De 16 a 19 años;Total;2017T4;60,5
Mujeres;De 16 a 19 años;Total;2017T3;59,6
Mujeres;De 16 a 19 años;Total;2017T2;60,6
Mujeres;De 16 a 19 años;Total;2017T1;55,5
Mujeres;De 16 a 19 años;Total;2016T4;64,7
Mujeres;De 16 a 19 años;Total;2016T3;65,6
Mujeres;De 16 a 19 años;Total;2016T2;63,7
Mujeres;De 16 a 19 años;Total;2016T1;56,9
Mujeres;De 16 a 19 años;Total;2015T4;70,7
Mujeres;De 16 a 19 años;Total;2015T3;82,1
Mujeres;De 16 a 19 años;Total;2015T2;79,8
Mujeres;De 16 a 19 años;Total;2015T1;75,8
Mujeres;De 16 a 19 años;Total;2014T4;82,2
Mujeres;De 16 a 19 años;Total;2014T3;88,1
Mujeres;De 16 a 19 años;Total;2014T2;73,4
Mujeres;De 16 a 19 años;Total;2014T1;75
Mujeres;De 16 a 19 años;Total;2013T4;88
Mujeres;De 16 a 19 años;Total;2013T3;107,2
Mujeres;De 16 a 19 años;Total;2013T2;91,1
Mujeres;De 16 a 19 años;Total;2013T1;83,6
Mujeres;De 16 a 19 años;Total;2012T4;86,3
Mujeres;De 16 a 19 años;Total;2012T3;107,5
Mujeres;De 16 a 19 años;Total;2012T2;103,7
Mujeres;De 16 a 19 años;Total;2012T1;96,4
Mujeres;De 16 a 19 años;Total;2011T4;88,5
Mujeres;De 16 a 19 años;Total;2011T3;99,6
Mujeres;De 16 a 19 años;Total;2011T2;95,6
Mujeres;De 16 a 19 años;Total;2011T1;92,3
Mujeres;De 16 a 19 años;Total;2010T4;95,9
Mujeres;De 16 a 19 años;Total;2010T3;106
Mujeres;De 16 a 19 años;Total;2010T2;110,4
Mujeres;De 16 a 19 años;Total;2010T1;93,9
Mujeres;De 16 a 19 años;Total;2009T4;84,1
Mujeres;De 16 a 19 años;Total;2009T3;109,7
Mujeres;De 16 a 19 años;Total;2009T2;102,9
Mujeres;De 16 a 19 años;Total;2009T1;110,5
Mujeres;De 16 a 19 años;Total;2008T4;100,7
Mujeres;De 16 a 19 años;Total;2008T3;107,6
Mujeres;De 16 a 19 años;Total;2008T2;113,3
Mujeres;De 16 a 19 años;Total;2008T1;82,4
Mujeres;De 16 a 19 años;Total;2007T4;79,7
Mujeres;De 16 a 19 años;Total;2007T3;85,5
Mujeres;De 16 a 19 años;Total;2007T2;81,7
Mujeres;De 16 a 19 años;Total;2007T1;72,6
Mujeres;De 16 a 19 años;Total;2006T4;85
Mujeres;De 16 a 19 años;Total;2006T3;77,6
Mujeres;De 16 a 19 años;Total;2006T2;92,8
Mujeres;De 16 a 19 años;Total;2006T1;73,6
Mujeres;De 16 a 19 años;Total;2005T4;72,1
Mujeres;De 16 a 19 años;Total;2005T3;80,6
Mujeres;De 16 a 19 años;Total;2005T2;85,6
Mujeres;De 16 a 19 años;Total;2005T1;71,3
Mujeres;De 16 a 19 años;Total;2004T4;65,5
Mujeres;De 16 a 19 años;Total;2004T3;63,7
Mujeres;De 16 a 19 años;Total;2004T2;70,4
Mujeres;De 16 a 19 años;Total;2004T1;71,3
Mujeres;De 16 a 19 años;Total;2003T4;71,7
Mujeres;De 16 a 19 años;Total;2003T3;80,5
Mujeres;De 16 a 19 años;Total;2003T2;77,6
Mujeres;De 16 a 19 años;Total;2003T1;73,8
Mujeres;De 16 a 19 años;Total;2002T4;71,1
Mujeres;De 16 a 19 años;Total;2002T3;70,8
Mujeres;De 16 a 19 años;Total;2002T2;71,2
Mujeres;De 16 a 19 años;Total;2002T1;69,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2025T1;43,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2024T4;60,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2024T3;69,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2024T2;65
Mujeres;De 16 a 19 años;Solteros/Solteras;2024T1;48
Mujeres;De 16 a 19 años;Solteros/Solteras;2023T4;49,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2023T3;64
Mujeres;De 16 a 19 años;Solteros/Solteras;2023T2;54,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2023T1;49,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2022T4;42,8
Mujeres;De 16 a 19 años;Solteros/Solteras;2022T3;61,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2022T2;65
Mujeres;De 16 a 19 años;Solteros/Solteras;2022T1;56
Mujeres;De 16 a 19 años;Solteros/Solteras;2021T4;53,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2021T3;63,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2021T2;68,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2021T1;50,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2020T4;62,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2020T3;65,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2020T2;45,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2020T1;45,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2019T4;48,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2019T3;58,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2019T2;57,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2019T1;61,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2018T4;51,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2018T3;59,2
Mujeres;De 16 a 19 años;Solteros/Solteras;2018T2;60,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2018T1;56
Mujeres;De 16 a 19 años;Solteros/Solteras;2017T4;58,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2017T3;59,2
Mujeres;De 16 a 19 años;Solteros/Solteras;2017T2;60,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2017T1;55,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2016T4;63,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2016T3;63,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2016T2;62,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2016T1;54,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2015T4;68,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2015T3;81,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2015T2;78
Mujeres;De 16 a 19 años;Solteros/Solteras;2015T1;73,8
Mujeres;De 16 a 19 años;Solteros/Solteras;2014T4;81,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2014T3;87,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2014T2;73,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2014T1;74,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2013T4;87
Mujeres;De 16 a 19 años;Solteros/Solteras;2013T3;105,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2013T2;90,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2013T1;82,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2012T4;84,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2012T3;105,2
Mujeres;De 16 a 19 años;Solteros/Solteras;2012T2;102,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2012T1;94,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2011T4;87,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2011T3;98,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2011T2;94,8
Mujeres;De 16 a 19 años;Solteros/Solteras;2011T1;91,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2010T4;94,8
Mujeres;De 16 a 19 años;Solteros/Solteras;2010T3;105,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2010T2;107,8
Mujeres;De 16 a 19 años;Solteros/Solteras;2010T1;92,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2009T4;83,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2009T3;108,2
Mujeres;De 16 a 19 años;Solteros/Solteras;2009T2;101,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2009T1;109,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2008T4;99,1
Mujeres;De 16 a 19 años;Solteros/Solteras;2008T3;104,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2008T2;110,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2008T1;81,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2007T4;78,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2007T3;84,6
Mujeres;De 16 a 19 años;Solteros/Solteras;2007T2;81,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2007T1;69,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2006T4;80,8
Mujeres;De 16 a 19 años;Solteros/Solteras;2006T3;76,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2006T2;91,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2006T1;71,2
Mujeres;De 16 a 19 años;Solteros/Solteras;2005T4;70,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2005T3;77,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2005T2;84,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2005T1;70,4
Mujeres;De 16 a 19 años;Solteros/Solteras;2004T4;64,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2004T3;60,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2004T2;65,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2004T1;67,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2003T4;66,7
Mujeres;De 16 a 19 años;Solteros/Solteras;2003T3;76,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2003T2;74,5
Mujeres;De 16 a 19 años;Solteros/Solteras;2003T1;71,9
Mujeres;De 16 a 19 años;Solteros/Solteras;2002T4;69,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2002T3;69,3
Mujeres;De 16 a 19 años;Solteros/Solteras;2002T2;69,2
Mujeres;De 16 a 19 años;Solteros/Solteras;2002T1;66,8
Mujeres;De 16 a 19 años;Casados/Casadas;2025T1;1
Mujeres;De 16 a 19 años;Casados/Casadas;2024T4;..
Mujeres;De 16 a 19 años;Casados/Casadas;2024T3;..
Mujeres;De 16 a 19 años;Casados/Casadas;2024T2;..
Mujeres;De 16 a 19 años;Casados/Casadas;2024T1;..
Mujeres;De 16 a 19 años;Casados/Casadas;2023T4;0,3
Mujeres;De 16 a 19 años;Casados/Casadas;2023T3;..
Mujeres;De 16 a 19 años;Casados/Casadas;2023T2;..
Mujeres;De 16 a 19 años;Casados/Casadas;2023T1;..
Mujeres;De 16 a 19 años;Casados/Casadas;2022T4;..
Mujeres;De 16 a 19 años;Casados/Casadas;2022T3;..
Mujeres;De 16 a 19 años;Casados/Casadas;2022T2;..
Mujeres;De 16 a 19 años;Casados/Casadas;2022T1;..
Mujeres;De 16 a 19 años;Casados/Casadas;2021T4;0,3
Mujeres;De 16 a 19 años;Casados/Casadas;2021T3;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2021T2;0,3
Mujeres;De 16 a 19 años;Casados/Casadas;2021T1;0,9
Mujeres;De 16 a 19 años;Casados/Casadas;2020T4;0
Mujeres;De 16 a 19 años;Casados/Casadas;2020T3;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2020T2;0,3
Mujeres;De 16 a 19 años;Casados/Casadas;2020T1;0,5
Mujeres;De 16 a 19 años;Casados/Casadas;2019T4;1,2
Mujeres;De 16 a 19 años;Casados/Casadas;2019T3;0
Mujeres;De 16 a 19 años;Casados/Casadas;2019T2;0,1
Mujeres;De 16 a 19 años;Casados/Casadas;2019T1;0,2
Mujeres;De 16 a 19 años;Casados/Casadas;2018T4;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2018T3;0,6
Mujeres;De 16 a 19 años;Casados/Casadas;2018T2;0,2
Mujeres;De 16 a 19 años;Casados/Casadas;2018T1;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2017T4;1,6
Mujeres;De 16 a 19 años;Casados/Casadas;2017T3;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2017T2;0,3
Mujeres;De 16 a 19 años;Casados/Casadas;2017T1;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2016T4;1,1
Mujeres;De 16 a 19 años;Casados/Casadas;2016T3;2,5
Mujeres;De 16 a 19 años;Casados/Casadas;2016T2;1,7
Mujeres;De 16 a 19 años;Casados/Casadas;2016T1;2,8
Mujeres;De 16 a 19 años;Casados/Casadas;2015T4;2,1
Mujeres;De 16 a 19 años;Casados/Casadas;2015T3;0,6
Mujeres;De 16 a 19 años;Casados/Casadas;2015T2;1,8
Mujeres;De 16 a 19 años;Casados/Casadas;2015T1;2
Mujeres;De 16 a 19 años;Casados/Casadas;2014T4;0,9
Mujeres;De 16 a 19 años;Casados/Casadas;2014T3;0,7
Mujeres;De 16 a 19 años;Casados/Casadas;2014T2;0
Mujeres;De 16 a 19 años;Casados/Casadas;2014T1;0,2
Mujeres;De 16 a 19 años;Casados/Casadas;2013T4;1
Mujeres;De 16 a 19 años;Casados/Casadas;2013T3;1,3
Mujeres;De 16 a 19 años;Casados/Casadas;2013T2;0,7
Mujeres;De 16 a 19 años;Casados/Casadas;2013T1;0,7
Mujeres;De 16 a 19 años;Casados/Casadas;2012T4;1,6
Mujeres;De 16 a 19 años;Casados/Casadas;2012T3;1,9
Mujeres;De 16 a 19 años;Casados/Casadas;2012T2;1,1
Mujeres;De 16 a 19 años;Casados/Casadas;2012T1;1,5
Mujeres;De 16 a 19 años;Casados/Casadas;2011T4;0,7
Mujeres;De 16 a 19 años;Casados/Casadas;2011T3;0,8
Mujeres;De 16 a 19 años;Casados/Casadas;2011T2;0,8
Mujeres;De 16 a 19 años;Casados/Casadas;2011T1;0,8
Mujeres;De 16 a 19 años;Casados/Casadas;2010T4;1,1
Mujeres;De 16 a 19 años;Casados/Casadas;2010T3;0,9
Mujeres;De 16 a 19 años;Casados/Casadas;2010T2;2,6
Mujeres;De 16 a 19 años;Casados/Casadas;2010T1;1,5
Mujeres;De 16 a 19 años;Casados/Casadas;2009T4;0,4
Mujeres;De 16 a 19 años;Casados/Casadas;2009T3;1,5
Mujeres;De 16 a 19 años;Casados/Casadas;2009T2;1,8
Mujeres;De 16 a 19 años;Casados/Casadas;2009T1;1,4
Mujeres;De 16 a 19 años;Casados/Casadas;2008T4;1,7
Mujeres;De 16 a 19 años;Casados/Casadas;2008T3;2,7
Mujeres;De 16 a 19 años;Casados/Casadas;2008T2;2,5
Mujeres;De 16 a 19 años;Casados/Casadas;2008T1;0,9
Mujeres;De 16 a 19 años;Casados/Casadas;2007T4;1
Mujeres;De 16 a 19 años;Casados/Casadas;2007T3;0,9
Mujeres;De 16 a 19 años;Casados/Casadas;2007T2;0,2
Mujeres;De 16 a 19 años;Casados/Casadas;2007T1;2,9
Mujeres;De 16 a 19 años;Casados/Casadas;2006T4;4,2
Mujeres;De 16 a 19 años;Casados/Casadas;2006T3;0,7
Mujeres;De 16 a 19 años;Casados/Casadas;2006T2;1,1
Mujeres;De 16 a 19 años;Casados/Casadas;2006T1;2,5
Mujeres;De 16 a 19 años;Casados/Casadas;2005T4;1,6
Mujeres;De 16 a 19 años;Casados/Casadas;2005T3;3,4
Mujeres;De 16 a 19 años;Casados/Casadas;2005T2;0,7
Mujeres;De 16 a 19 años;Casados/Casadas;2005T1;0,6
Mujeres;De 16 a 19 años;Casados/Casadas;2004T4;0,9
Mujeres;De 16 a 19 años;Casados/Casadas;2004T3;2,8
Mujeres;De 16 a 19 años;Casados/Casadas;2004T2;4,8
Mujeres;De 16 a 19 años;Casados/Casadas;2004T1;3,8
Mujeres;De 16 a 19 años;Casados/Casadas;2003T4;5
Mujeres;De 16 a 19 años;Casados/Casadas;2003T3;3,9
Mujeres;De 16 a 19 años;Casados/Casadas;2003T2;3,1
Mujeres;De 16 a 19 años;Casados/Casadas;2003T1;1,7
Mujeres;De 16 a 19 años;Casados/Casadas;2002T4;1,8
Mujeres;De 16 a 19 años;Casados/Casadas;2002T3;1,5
Mujeres;De 16 a 19 años;Casados/Casadas;2002T2;2
Mujeres;De 16 a 19 años;Casados/Casadas;2002T1;2,7
Mujeres;De 16 a 19 años;Viudos/Viudas;2025T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2024T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2024T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2024T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2024T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2023T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2023T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2023T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2023T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2022T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2022T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2022T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2022T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2021T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2021T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2021T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2021T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2020T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2020T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2020T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2020T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2019T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2019T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2019T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2019T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2018T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2018T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2018T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2018T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2017T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2017T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2017T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2017T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2016T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2016T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2016T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2016T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2015T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2015T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2015T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2015T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2014T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2014T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2014T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2014T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2013T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2013T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2013T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2013T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2012T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2012T3;0,4
Mujeres;De 16 a 19 años;Viudos/Viudas;2012T2;0
Mujeres;De 16 a 19 años;Viudos/Viudas;2012T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2011T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2011T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2011T2;0
Mujeres;De 16 a 19 años;Viudos/Viudas;2011T1;0
Mujeres;De 16 a 19 años;Viudos/Viudas;2010T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2010T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2010T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2010T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2009T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2009T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2009T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2009T1;0
Mujeres;De 16 a 19 años;Viudos/Viudas;2008T4;0
Mujeres;De 16 a 19 años;Viudos/Viudas;2008T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2008T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2008T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2007T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2007T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2007T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2007T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2006T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2006T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2006T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2006T1;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2005T4;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2005T3;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2005T2;..
Mujeres;De 16 a 19 años;Viudos/Viudas;2005T1;..
